1	16	3	13	2	15	4	10	5	14	6	9	7	12	8	11	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
102490	38001	79587	65875	79053	63976	83981	98133	56387	71476	77363	92623	93043	96756	51350	92860	-1	3	1	1	6.9	6	6	24.977	0.0088308	1.1866	1205900000	1	Q8BHD0	Q8BHD0	Ras-related protein Rab-39A	Rab39a	4580	sp|Q8BHD0|RB39A_MOUSE Ras-related protein Rab-39A OS=Mus musculus OX=10090 GN=Rab39a PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	3.2	3.2	3.2	53.503	0.0051497	1.4648	0	0	Q8BHD1	Q8BHD1	POC1 centriolar protein homolog B	Poc1b	4581	sp|Q8BHD1|POC1B_MOUSE POC1 centriolar protein homolog B OS=Mus musculus OX=10090 GN=Poc1b PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	12	1	1	20.1	3.3	3.3	56.7	0.00012523	2.4012	30771000	1	Q8BHD7	Q8BHD7	Polypyrimidine tract-binding protein 3	Ptbp3	4582	sp|Q8BHD7|PTBP3_MOUSE Polypyrimidine tract-binding protein 3 OS=Mus musculus OX=10090 GN=Ptbp3 PE=1 SV=1
265700	237850	459940	275010	425240	360330	350760	518470	247670	485980	460950	291300	509030	350400	231620	442370	-1	12	9	1	19.6	15.8	2.7	56.381	0	20.147	1830000000	12	Q8BHD7-2	Q8BHD7-2	Polypyrimidine tract-binding protein 3	Ptbp3	4583	sp|Q8BHD7-2|PTBP3_MOUSE Isoform 2 of Polypyrimidine tract-binding protein 3 OS=Mus musculus OX=10090 GN=Ptbp3
23037	12785	12734	13524	13094	15479	13865	11725	14264	17555	18204	21162	21637	15473	10931	13742	-1	2	2	2	8.9	8.9	8.9	40.755	0	203.49	101850000	1	Q8BHD8	Q8BHD8	Protein-L-isoaspartate O-methyltransferase domain-containing protein 2	Pcmtd2	4584	sp|Q8BHD8|PCMD2_MOUSE Protein-L-isoaspartate O-methyltransferase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Pcmtd2 PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	3	3	10.5	10.5	10.5	28.396	0	4.6333	0	0	Q8BHE1	Q8BHE1	Gem-associated protein 8	Gemin8	4585	sp|Q8BHE1|GEMI8_MOUSE Gem-associated protein 8 OS=Mus musculus OX=10090 GN=Gemin8 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	4	4	4	5.4	5.4	5.4	59.641	0	323.31	0	0	Q8BHE4	Q8BHE4	Transmembrane protein 108	Tmem108	4586	sp|Q8BHE4|TM108_MOUSE Transmembrane protein 108 OS=Mus musculus OX=10090 GN=Tmem108 PE=1 SV=1
54907	79350	75183	60235	117220	47748	95994	117930	56974	113180	148130	61026	96618	98968	79198	85274	-1	2	2	2	8.6	8.6	8.6	32.985	0	16.111	697710000	4	Q8BHE8	Q8BHE8	Uncharacterized protein C2orf47 homolog, mitochondrial		4587	sp|Q8BHE8|MAIP1_MOUSE m-AAA protease-interacting protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Maip1 PE=1 SV=1
214190	210250	213340	169040	183550	139350	352720	191380	168420	211640	240870	211620	232030	301260	209840	194380	-1	8	8	8	15.7	15.7	15.7	62.488	0	28.162	346650000	9	Q8BHF7	Q8BHF7	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	Pgs1	4588	sp|Q8BHF7|PGPS1_MOUSE CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Pgs1 PE=1 SV=1
1588000	528410	1882200	853350	1762000	843770	1007600	1719400	851400	1031000	1128700	1666700	1555200	939270	578470	1752900	-1	23	23	23	22.6	22.6	22.6	132.89	0	323.31	2393700000	22	Q8BHG1	Q8BHG1	Nardilysin	Nrd1	4589	sp|Q8BHG1|NRDC_MOUSE Nardilysin OS=Mus musculus OX=10090 GN=Nrdc PE=1 SV=1
591950	279530	879440	426120	535540	653080	402750	466570	426230	540160	582380	641620	1096500	333830	320980	809670	-1	5	5	5	35	35	35	18.02	0	6.6854	1506400000	5	Q8BHG2;Q8BHG2-2;Q8BHG2-3	Q8BHG2;Q8BHG2-2;Q8BHG2-3	UPF0587 protein C1orf123 homolog		4590	sp|Q8BHG2|CZIB_MOUSE CXXC motif containing zinc binding protein OS=Mus musculus OX=10090 GN=Czib PE=1 SV=1;sp|Q8BHG2-2|CZIB_MOUSE Isoform 2 of CXXC motif containing zinc binding protein OS=Mus musculus OX=10090 GN=Czib;sp|Q8BHG2-3|CZIB_MOUSE Isoform 3 of C
115840	119650	109410	108730	156790	94754	135790	158860	97153	249940	228520	119050	134420	102920	114750	104750	-1	7	7	7	39.5	39.5	39.5	18.761	0	323.31	362080000	7	Q8BHG9	Q8BHG9	CGG triplet repeat-binding protein 1	Cggbp1	4591	sp|Q8BHG9|CGBP1_MOUSE CGG triplet repeat-binding protein 1 OS=Mus musculus OX=10090 GN=Cggbp1 PE=1 SV=1
353460	98607	483330	271520	319290	279510	192550	333550	272760	278560	314850	420790	483810	187660	118330	467140	-1	15	11	11	49.2	39.1	39.1	55.66	0	71.317	822640000	12	Q8BHJ5	Q8BHJ5	F-box-like/WD repeat-containing protein TBL1XR1	Tbl1xr1	4592	sp|Q8BHJ5|TBL1R_MOUSE F-box-like/WD repeat-containing protein TBL1XR1 OS=Mus musculus OX=10090 GN=Tbl1xr1 PE=1 SV=1
2260.69995117188	NaN	12947	2591.60009765625	11604	5865.89990234375	9894.099609375	11114	1645.80004882813	3257.5	1625.80004882813	5432.5	12194	9562.5	1254.80004882813	12358	-1	1	1	1	2.2	2.2	2.2	51.831	0.0046847	1.5146	41553000	1	Q8BHJ6	Q8BHJ6	Serine incorporator 5	Serinc5	4593	sp|Q8BHJ6|SERC5_MOUSE Serine incorporator 5 OS=Mus musculus OX=10090 GN=Serinc5 PE=2 SV=1
197150	199980	240970	176740	301130	178740	291460	307580	185000	361600	389660	198490	284970	253400	195000	228650	-1	10	10	10	17.6	17.6	17.6	68.079	0	18.808	531010000	9	Q8BHJ9	Q8BHJ9	Pre-mRNA-splicing factor SLU7	Slu7	4594	sp|Q8BHJ9|SLU7_MOUSE Pre-mRNA-splicing factor SLU7 OS=Mus musculus OX=10090 GN=Slu7 PE=1 SV=1
2078.60009765625	1193.19995117188	1205.30004882813	NaN	2908.19995117188	NaN	1442.80004882813	1730.5	1521	1210.19995117188	1591.5	1782.69995117188	1163.5	1560.69995117188	NaN	NaN	-1	1	1	1	4.3	4.3	4.3	34.105	0	4.8122	50730000	1	Q8BHK1	Q8BHK1	Magnesium transporter NIPA1	Nipa1	4595	sp|Q8BHK1|NIPA1_MOUSE Magnesium transporter NIPA1 OS=Mus musculus OX=10090 GN=Nipa1 PE=1 SV=1
507770	151810	392640	211330	390940	150170	359170	357020	252240	250770	328620	449180	245050	289410	173790	297900	-1	15	15	15	14.5	14.5	14.5	138.85	0	93.437	301490000	13	Q8BHK9	Q8BHK9	DNA excision repair protein ERCC-6-like	Ercc6l	4596	sp|Q8BHK9|ERC6L_MOUSE DNA excision repair protein ERCC-6-like OS=Mus musculus OX=10090 GN=Ercc6l PE=1 SV=1
455870	454880	548190	537130	582500	617110	387210	651930	471710	814080	875220	525720	734180	426030	351400	646300	-1	28	28	28	30.7	30.7	30.7	87.274	0	323.31	997020000	14	Q8BHL3	Q8BHL3	TBC1 domain family member 10B	Tbc1d10b	4597	sp|Q8BHL3|TB10B_MOUSE TBC1 domain family member 10B OS=Mus musculus OX=10090 GN=Tbc1d10b PE=1 SV=2
38855	310500	68559	23847	130200	64637	439370	128120	23700	213580	204260	21619	99777	340460	343390	52231	-1	6	6	6	16.6	16.6	16.6	40.1	0	228.87	364330000	4	Q8BHL4	Q8BHL4	Retinoic acid-induced protein 3	Gprc5a	4598	sp|Q8BHL4|RAI3_MOUSE Retinoic acid-induced protein 3 OS=Mus musculus OX=10090 GN=Gprc5a PE=1 SV=1
322800	242930	344230	212670	259400	221690	282800	252230	224520	219490	241580	332270	332250	280310	216560	344540	-1	16	11	11	23.8	18.8	18.8	82.542	0	86.055	644490000	11	Q8BHL5-2;Q8BHL5;Q8BHL5-3	Q8BHL5-2;Q8BHL5;Q8BHL5-3	Engulfment and cell motility protein 2	Elmo2	4599	sp|Q8BHL5-2|ELMO2_MOUSE Isoform 2 of Engulfment and cell motility protein 2 OS=Mus musculus OX=10090 GN=Elmo2;sp|Q8BHL5|ELMO2_MOUSE Engulfment and cell motility protein 2 OS=Mus musculus OX=10090 GN=Elmo2 PE=1 SV=1;sp|Q8BHL5-3|ELMO2_MOUSE Isoform 3 of Engu
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	10	10	10	9.0764	0.00037272	2.2407	0	0	Q8BHL7	Q8BHL7	CDC42 small effector protein 1	Cdc42se1	4600	sp|Q8BHL7|C42S1_MOUSE CDC42 small effector protein 1 OS=Mus musculus OX=10090 GN=Cdc42se1 PE=1 SV=1
216350	111160	153350	186430	146560	106680	112420	134370	168760	159990	168530	198010	182430	99318	109790	124490	-1	5	5	5	17.7	17.7	17.7	29.664	0	30.797	623820000	3	Q8BHL8	Q8BHL8	Proteasome inhibitor PI31 subunit	Psmf1	4601	sp|Q8BHL8|PSMF1_MOUSE Proteasome inhibitor PI31 subunit OS=Mus musculus OX=10090 GN=Psmf1 PE=1 SV=1
55217	60311	40731	53896	157550	29671	99322	179500	50561	201590	202490	53051	43383	92490	60477	46633	-1	2	2	2	9	9	9	28.649	0	3.6761	80969000	2	Q8BHN0-2;Q8BHN0	Q8BHN0-2;Q8BHN0	Protein phosphatase 1L	Ppm1l	4602	sp|Q8BHN0-2|PPM1L_MOUSE Isoform 2 of Protein phosphatase 1L OS=Mus musculus OX=10090 GN=Ppm1l;sp|Q8BHN0|PPM1L_MOUSE Protein phosphatase 1L OS=Mus musculus OX=10090 GN=Ppm1l PE=1 SV=1
151050	98883	170560	129120	186420	122370	139640	198880	129290	180720	191890	148090	197200	143930	100390	163710	-1	5	5	5	15.6	15.6	15.6	55.015	0	17.826	120600000	4	Q8BHN1-3;Q8BHN1	Q8BHN1-3;Q8BHN1	Gamma-taxilin	Txlng	4603	sp|Q8BHN1-3|TXLNG_MOUSE Isoform 3 of Gamma-taxilin OS=Mus musculus OX=10090 GN=Txlng;sp|Q8BHN1|TXLNG_MOUSE Gamma-taxilin OS=Mus musculus OX=10090 GN=Txlng PE=1 SV=1
8931000	4653400	11167000	6081400	14673000	5666000	12451000	15240000	5980600	8891200	10153000	8584400	9096300	10998000	4559500	11437000	-1	39	39	1	44.1	44.1	3.1	109.4	0	196.44	51530000000	87	Q8BHN3-2	Q8BHN3-2	Neutral alpha-glucosidase AB	Ganab	4605	sp|Q8BHN3-2|GANAB_MOUSE Isoform 2 of Neutral alpha-glucosidase AB OS=Mus musculus OX=10090 GN=Ganab
203480	165710	220740	168860	198980	180470	268690	216070	162740	282890	286000	198140	255850	233260	146840	213850	-1	11	11	11	26.1	26.1	26.1	53.324	0	323.31	649370000	11	Q8BHN5	Q8BHN5	RNA-binding protein 45	Rbm45	4606	sp|Q8BHN5|RBM45_MOUSE RNA-binding protein 45 OS=Mus musculus OX=10090 GN=Rbm45 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	3	3	3	9.1	9.1	9.1	37.549	0	9.1678	0	0	Q8BHR8	Q8BHR8	UPF0705 protein C11orf49 homolog		4607	sp|Q8BHR8|CK049_MOUSE UPF0705 protein C11orf49 homolog OS=Mus musculus OX=10090 PE=1 SV=1
467150	402220	563080	500720	777460	435540	625250	736950	437630	963840	1019100	520240	717900	552600	441030	544900	-1	11	11	11	28.1	28.1	28.1	46.895	0	23.44	2169800000	15	Q8BHS3	Q8BHS3	Pre-mRNA-splicing factor RBM22	Rbm22	4608	sp|Q8BHS3|RBM22_MOUSE Pre-mRNA-splicing factor RBM22 OS=Mus musculus OX=10090 GN=Rbm22 PE=1 SV=1
150340	114280	285040	102580	354090	121050	230840	399730	87237	318600	394110	136810	230480	267410	128700	299870	-1	10	10	10	29.3	29.3	29.3	42.619	0	323.31	784270000	6	Q8BHS6	Q8BHS6	Armadillo repeat-containing X-linked protein 3	Armcx3	4609	sp|Q8BHS6|ARMX3_MOUSE Armadillo repeat-containing X-linked protein 3 OS=Mus musculus OX=10090 GN=Armcx3 PE=1 SV=1
161040	51937	106560	105430	162920	43555	156440	171430	93280	78234	88621	188110	74368	140840	53068	120060	-1	5	5	5	12.5	12.5	12.5	55.357	0	18.35	336330000	6	Q8BHT6;Q8BHT6-2	Q8BHT6	Beta-1,3-glucosyltransferase	B3galtl	4610	sp|Q8BHT6|B3GLT_MOUSE Beta-1,3-glucosyltransferase OS=Mus musculus OX=10090 GN=B3glct PE=1 SV=3
248470	106390	187310	153710	224820	98722	163290	190900	151580	189340	216390	245960	153670	139370	98520	160010	-1	5	5	5	18.3	18.3	18.3	31.379	0	10.178	219290000	6	Q8BHX1	Q8BHX1	HAUS augmin-like complex subunit 1	Haus1	4611	sp|Q8BHX1|HAUS1_MOUSE HAUS augmin-like complex subunit 1 OS=Mus musculus OX=10090 GN=Haus1 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	4.5	4.5	4.5	32.214	0	10.134	0	0	Q8BHX3;Q8BHX3-2	Q8BHX3;Q8BHX3-2	Borealin	Cdca8	4612	sp|Q8BHX3|BOREA_MOUSE Borealin OS=Mus musculus OX=10090 GN=Cdca8 PE=1 SV=2;sp|Q8BHX3-2|BOREA_MOUSE Isoform 2 of Borealin OS=Mus musculus OX=10090 GN=Cdca8
25748	25188	44561	22964	48643	19713	59978	56599	17052	63029	72260	24535	46497	39190	36818	34855	-1	3	3	3	6.6	6.6	6.6	58.675	0	4.1912	96028000	3	Q8BHY2	Q8BHY2	Nucleolar complex protein 4 homolog	Noc4l	4613	sp|Q8BHY2|NOC4L_MOUSE Nucleolar complex protein 4 homolog OS=Mus musculus OX=10090 GN=Noc4l PE=2 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	4.1	4.1	4.1	110.49	0	11.428	12640000	1	Q8BHY3-2;Q8BHY3	Q8BHY3-2;Q8BHY3	Anoctamin-1	Ano1	4614	sp|Q8BHY3-2|ANO1_MOUSE Isoform 2 of Anoctamin-1 OS=Mus musculus OX=10090 GN=Ano1;sp|Q8BHY3|ANO1_MOUSE Anoctamin-1 OS=Mus musculus OX=10090 GN=Ano1 PE=1 SV=2
14051	6218.2001953125	10085	10143	12081	6703.60009765625	15679	15222	8108.2998046875	10519	12587	16949	13316	10937	5603.7001953125	10430	-1	2	2	2	1.9	1.9	1.9	111.86	0.00061897	2.1658	38117000	2	Q8BHY8	Q8BHY8	Sorting nexin-14	Snx14	4615	sp|Q8BHY8|SNX14_MOUSE Sorting nexin-14 OS=Mus musculus OX=10090 GN=Snx14 PE=1 SV=2
11375	206270	112600	10028	38247	83596	208270	43923	10291	48518	45799	10670	149330	213430	226150	132460	-1	3	2	2	13	10.2	10.2	37.342	0	7.7869	103710000	2	Q8BHZ0	Q8BHZ0	Protein FAM49A	Fam49a	4616	sp|Q8BHZ0|CYRIA_MOUSE CYFIP-related Rac1 interactor A OS=Mus musculus OX=10090 GN=Cyria PE=1 SV=1
99365	81783	121010	112490	171190	90975	117840	202970	92758	213620	243280	142640	139700	118710	77481	145040	-1	10	10	10	12.5	12.5	12.5	137.51	0	252.64	188390000	4	Q8BHZ4	Q8BHZ4	Zinc finger protein 592	Znf592	4617	sp|Q8BHZ4|ZN592_MOUSE Zinc finger protein 592 OS=Mus musculus OX=10090 GN=Znf592 PE=1 SV=3
670220	2055100	6640700	466610	919660	3922500	5205600	1295700	432760	995690	1005500	617520	5289600	4362300	2539400	7898600	-1	37	37	36	31.4	31.4	30.9	153.03	0	212.33	6645500000	52	Q8BI06;Q8BI06-3;Q8BI06-2	Q8BI06;Q8BI06-3	Cell migration-inducing and hyaluronan-binding protein	Cemip	4618	sp|Q8BI06|CEMIP_MOUSE Cell migration-inducing and hyaluronan-binding protein OS=Mus musculus OX=10090 GN=Cemip PE=1 SV=4;sp|Q8BI06-3|CEMIP_MOUSE Isoform 3 of Cell migration-inducing and hyaluronan-binding protein OS=Mus musculus OX=10090 GN=Cemip
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	4.6	4.6	4.6	65.091	0	45.69	0	0	Q8BI29;Q8BI29-2	Q8BI29;Q8BI29-2	Specifically androgen-regulated gene protein	Sarg	4619	sp|Q8BI29|SARG_MOUSE Specifically androgen-regulated gene protein OS=Mus musculus OX=10090 GN=Sarg PE=1 SV=2;sp|Q8BI29-2|SARG_MOUSE Isoform 2 of Specifically androgen-regulated gene protein OS=Mus musculus OX=10090 GN=Sarg
1156600	1053300	1014100	1213900	1647000	976640	1277300	1779600	1065600	2041400	2118000	1293700	1366700	1238100	906370	1217500	-1	16	16	16	38.2	38.2	38.2	59.744	0	259.94	1933200000	22	Q8BI72	Q8BI72	CDKN2A-interacting protein	Cdkn2aip	4620	sp|Q8BI72|CARF_MOUSE CDKN2A-interacting protein OS=Mus musculus OX=10090 GN=Cdkn2aip PE=1 SV=1
2542300	1003100	2226600	1286200	3015000	966710	2588700	3028900	1378400	1623200	1873500	2546900	1679000	2279600	1023000	2224000	-1	62	62	62	32.2	32.2	32.2	213.67	0	323.31	7573800000	58	Q8BI84;Q8BI84-3;Q8BI84-2	Q8BI84;Q8BI84-3	Melanoma inhibitory activity protein 3	Mia3	4621	sp|Q8BI84|TGO1_MOUSE Transport and Golgi organization protein 1 homolog OS=Mus musculus OX=10090 GN=Mia3 PE=1 SV=2;sp|Q8BI84-3|TGO1_MOUSE Isoform 3 of Transport and Golgi organization protein 1 homolog OS=Mus musculus OX=10090 GN=Mia3
924180	289860	786760	443230	1014200	334740	624240	1019100	489040	647960	718030	968820	538500	544570	330750	702340	-1	16	16	16	30.8	30.8	30.8	67.955	0	152.17	1171000000	17	Q8BIA4;Q8BIA4-4	Q8BIA4;Q8BIA4-4	F-box/WD repeat-containing protein 8	Fbxw8	4622	sp|Q8BIA4|FBXW8_MOUSE F-box/WD repeat-containing protein 8 OS=Mus musculus OX=10090 GN=Fbxw8 PE=1 SV=2;sp|Q8BIA4-4|FBXW8_MOUSE Isoform 2 of F-box/WD repeat-containing protein 8 OS=Mus musculus OX=10090 GN=Fbxw8
113230	38490	25838	90658	42513	31072	38331	48675	79291	61880	69269	108080	38144	32870	30863	20515	-1	17	17	17	20.6	20.6	20.6	113.88	0	323.31	94131000	4	Q8BIE6;Q8BIE6-2	Q8BIE6;Q8BIE6-2	FERM domain-containing protein 4A	Frmd4a	4623	sp|Q8BIE6|FRM4A_MOUSE FERM domain-containing protein 4A OS=Mus musculus OX=10090 GN=Frmd4a PE=1 SV=2;sp|Q8BIE6-2|FRM4A_MOUSE Isoform 2 of FERM domain-containing protein 4A OS=Mus musculus OX=10090 GN=Frmd4a
61501	56082	79562	49010	94089	46499	83778	98741	42879	76662	94650	81698	92038	83198	46814	79675	-1	2	2	2	15.9	15.9	15.9	22.813	0	4.8222	119890000	3	Q8BIF0-2;Q8BIF0	Q8BIF0-2;Q8BIF0	CD99 antigen-like protein 2	Cd99l2	4624	sp|Q8BIF0-2|C99L2_MOUSE Isoform 2 of CD99 antigen-like protein 2 OS=Mus musculus OX=10090 GN=Cd99l2;sp|Q8BIF0|C99L2_MOUSE CD99 antigen-like protein 2 OS=Mus musculus OX=10090 GN=Cd99l2 PE=1 SV=1
5747.5	6452.2998046875	5543.2998046875	11870	4869.7001953125	8916.400390625	5994.60009765625	10674	5498.7998046875	14488	14388	12633	7618.10009765625	8222.099609375	5480.2001953125	9848.900390625	-1	1	1	1	3.4	3.4	3.4	40.477	0	4.7907	8873700	1	Q8BIF9	Q8BIF9	Zinc finger protein 787	Znf787	4625	sp|Q8BIF9|ZN787_MOUSE Zinc finger protein 787 OS=Mus musculus OX=10090 GN=Znf787 PE=2 SV=3
88717	57266	96348	74272	133140	57958	108510	159750	48345	108250	124870	103730	82090	109750	57196	102110	-1	7	7	7	23.9	23.9	23.9	40.977	0	119.96	164400000	7	Q8BIG4	Q8BIG4	F-box only protein 28	Fbxo28	4626	sp|Q8BIG4|FBX28_MOUSE F-box only protein 28 OS=Mus musculus OX=10090 GN=Fbxo28 PE=1 SV=1
240350	231600	219300	254280	199090	199420	312830	227960	231600	285430	296400	263450	293590	270580	239260	223490	-1	4	4	4	10.7	10.7	10.7	28.96	0	14.236	759630000	5	Q8BIG7	Q8BIG7	Catechol O-methyltransferase domain-containing protein 1	Comtd1	4627	sp|Q8BIG7|CMTD1_MOUSE Catechol O-methyltransferase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Comtd1 PE=1 SV=1
120510	112140	151110	111290	236480	97254	155670	253130	98270	239730	265010	140970	139370	153530	98485	152750	-1	8	8	8	13.1	13.1	13.1	92.891	0	110.95	336750000	8	Q8BIH0-2;Q8BIH0	Q8BIH0-2;Q8BIH0	Histone deacetylase complex subunit SAP130	Sap130	4628	sp|Q8BIH0-2|SP130_MOUSE Isoform 2 of Histone deacetylase complex subunit SAP130 OS=Mus musculus OX=10090 GN=Sap130;sp|Q8BIH0|SP130_MOUSE Histone deacetylase complex subunit SAP130 OS=Mus musculus OX=10090 GN=Sap130 PE=1 SV=2
3030700	3049200	3369000	3213400	3460800	2694500	4226600	3429100	3078200	4201800	4615100	3117700	4430000	3590900	3287500	3471300	-1	24	24	24	30.7	30.7	30.7	112.8	0	86.353	7445300000	33	Q8BIJ6	Q8BIJ6	Isoleucine--tRNA ligase, mitochondrial	Iars2	4629	sp|Q8BIJ6|SYIM_MOUSE Isoleucine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Iars2 PE=1 SV=1
747200	431050	838450	576050	849100	505290	864810	817300	612440	598900	694030	801650	849960	760340	457430	863390	-1	15	15	15	28.4	28.4	28.4	80.376	0	323.31	876730000	16	Q8BIJ7	Q8BIJ7	RUN and FYVE domain-containing protein 1	Rufy1	4630	sp|Q8BIJ7|RUFY1_MOUSE RUN and FYVE domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rufy1 PE=1 SV=1
1248.90002441406	384.890014648438	944.849975585938	1138.09997558594	2076.89990234375	1045.59997558594	911.239990234375	2257.19995117188	1034.40002441406	1537.40002441406	2949.89990234375	711.059997558594	1447.09997558594	916.799987792969	780.140014648438	729.419982910156	-1	3	2	2	2.4	1.9	1.9	235.31	0	15.809	6148600	1	Q8BIK4;Q8BIK4-2	Q8BIK4;Q8BIK4-2	Dedicator of cytokinesis protein 9	Dock9	4631	sp|Q8BIK4|DOCK9_MOUSE Dedicator of cytokinesis protein 9 OS=Mus musculus OX=10090 GN=Dock9 PE=1 SV=2;sp|Q8BIK4-2|DOCK9_MOUSE Isoform 2 of Dedicator of cytokinesis protein 9 OS=Mus musculus OX=10090 GN=Dock9
119270	98262	104860	104910	119960	65796	133140	123880	106740	157470	187220	112770	130370	112920	108690	112040	-1	10	10	10	16.4	16.4	16.4	74.101	0	19.15	587460000	10	Q8BIP0	Q8BIP0	Aspartate--tRNA ligase, mitochondrial	Dars2	4632	sp|Q8BIP0|SYDM_MOUSE Aspartate--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Dars2 PE=1 SV=1
1100900	878180	1152500	890200	1467100	900110	1366100	1378600	942500	1671800	1839000	1004600	1370700	1066600	929930	1037800	-1	16	16	12	43.8	43.8	34.1	61.341	0	323.31	3746600000	19	Q8BIQ5;Q8BIQ5-2	Q8BIQ5;Q8BIQ5-2	Cleavage stimulation factor subunit 2	Cstf2	4633	sp|Q8BIQ5|CSTF2_MOUSE Cleavage stimulation factor subunit 2 OS=Mus musculus OX=10090 GN=Cstf2 PE=1 SV=2;sp|Q8BIQ5-2|CSTF2_MOUSE Isoform 2 of Cleavage stimulation factor subunit 2 OS=Mus musculus OX=10090 GN=Cstf2
66610	30697	40868	36139	92034	26518	71535	107720	35394	71734	85724	57595	31189	63356	34367	43186	-1	3	3	3	21.4	21.4	21.4	15.59	0	11.085	180880000	3	Q8BIS8;Q8BIS8-2;Q8R4G6	Q8BIS8;Q8BIS8-2	Coiled-coil domain-containing protein 126	Ccdc126	4634	sp|Q8BIS8|CC126_MOUSE Coiled-coil domain-containing protein 126 OS=Mus musculus OX=10090 GN=Ccdc126 PE=2 SV=1;sp|Q8BIS8-2|CC126_MOUSE Isoform 2 of Coiled-coil domain-containing protein 126 OS=Mus musculus OX=10090 GN=Ccdc126
75038	24748	87742	30131	64453	35596	61663	67245	31431	53038	58636	75781	57919	49810	28459	78663	-1	6	5	5	6	4.9	4.9	124.59	0	9.0609	104160000	6	Q8BIV3	Q8BIV3	Ran-binding protein 6	Ranbp6	4635	sp|Q8BIV3|RNBP6_MOUSE Ran-binding protein 6 OS=Mus musculus OX=10090 GN=Ranbp6 PE=1 SV=3
399080	190970	416200	305510	398350	318080	191910	383320	287540	401070	421190	443030	499030	191210	196150	388510	-1	7	7	7	17.2	17.2	17.2	50.239	0	18.478	512520000	10	Q8BIW1	Q8BIW1	Protein prune homolog	Prune	4636	sp|Q8BIW1|PRUN1_MOUSE Exopolyphosphatase PRUNE1 OS=Mus musculus OX=10090 GN=Prune1 PE=1 SV=1
223020	106070	176380	130000	229760	94616	225810	210260	163280	247910	279080	192170	167020	181900	125210	145020	-1	15	15	15	19.8	19.8	19.8	108.14	0	68.798	651000000	13	Q8BIW9	Q8BIW9	Chromosome transmission fidelity protein 18 homolog	Chtf18	4637	sp|Q8BIW9|CTF18_MOUSE Chromosome transmission fidelity protein 18 homolog OS=Mus musculus OX=10090 GN=Chtf18 PE=1 SV=2
195440	101320	190060	130010	221720	102030	168980	222610	129160	200430	232060	203660	180340	147140	97404	174040	-1	5	5	5	22.5	22.5	22.5	31.01	0	69.795	265190000	4	Q8BIX3;Q8BIX3-2	Q8BIX3	ARL14 effector protein	Arl14ep	4638	sp|Q8BIX3|AL14E_MOUSE ARL14 effector protein OS=Mus musculus OX=10090 GN=Arl14ep PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	3	3	3	59.179	0	7.658	0	0	Q8BIY1	Q8BIY1	G patch domain-containing protein 3	Gpatch3	4639	sp|Q8BIY1|GPTC3_MOUSE G patch domain-containing protein 3 OS=Mus musculus OX=10090 GN=Gpatch3 PE=2 SV=1
