Pooled_1	U1_V3_1	U1_V3_2	U1_V9_1	U1_V9_2	U1_V15_1	U1_V15_2	U1_V21_1	U1_V21_2	U1_I3_1	U1_I3_2	U1_I9_1	U1_I9_2	U1_I15_1	U1_I15_2	U1_I21_1	U1_I21_2	Pooled_2	U2_V3_1	U2_V3_2	U2_V9_1	U2_V9_2	U2_V15_1	U2_V15_2	U2_V21_1	U2_V21_2	U2_I3_1	U2_I3_2	U2_I9_1	U2_I9_2	U2_I15_1	U2_I15_2	U2_I21_1	U2_I21_2	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
222170	257730	167360	292220	218760	327420	175460	195400	215090	322070	256460	263050	346670	245640	346100	209170	295330	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	5.2	5.2	5.2	23.653	0.0036482	1.6623	3	Q8BQZ5;Q8BQZ5-3;Q8BQZ5-2	Q8BQZ5;Q8BQZ5-3;Q8BQZ5-2	Cleavage and polyadenylation specificity factor subunit 4	Cpsf4	4421	sp|Q8BQZ5|CPSF4_MOUSE Cleavage and polyadenylation specificity factor subunit 4 OS=Mus musculus OX=10090 GN=Cpsf4 PE=2 SV=1;sp|Q8BQZ5-3|CPSF4_MOUSE Isoform 3 of Cleavage and polyadenylation specificity factor subunit 4 OS=Mus musculus OX=10090 GN=Cpsf4;sp|
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	4.5	4.5	4.5	42.69	0	323.31	2	Q8BR37	Q8BR37	E3 ubiquitin-protein ligase NHLRC1	Nhlrc1	4422	sp|Q8BR37|NHLC1_MOUSE E3 ubiquitin-protein ligase NHLRC1 OS=Mus musculus OX=10090 GN=Nhlrc1 PE=2 SV=1
60237	65880	34746	77744	59983	45419	25115	52158	41616	83382	49056	54776	79083	41178	73615	46310	70096	15762	16040	8413	20326	36431	22713	18907	15488	11780	15424	11426	14427	20818	10734	16060	19222	10931	2	2	2	21.7	21.7	21.7	23.578	0	17.56	4	Q8BR63	Q8BR63	Protein FAM177A1	Fam177a1	4423	sp|Q8BR63|F177A_MOUSE Protein FAM177A1 OS=Mus musculus OX=10090 GN=Fam177a1 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	26.5	26.5	26.5	38.107	0	165.65	0	Q8BR65	Q8BR65	Sin3 histone deacetylase corepressor complex component SDS3	Suds3	4424	sp|Q8BR65|SDS3_MOUSE Sin3 histone deacetylase corepressor complex component SDS3 OS=Mus musculus OX=10090 GN=Suds3 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	6.8	6.8	6.8	26.087	0	5.3846	0	Q8BR70	Q8BR70	Protein YIPF6	Yipf6	4425	sp|Q8BR70|YIPF6_MOUSE Protein YIPF6 OS=Mus musculus OX=10090 GN=Yipf6 PE=1 SV=1
520340	575940	410880	676110	593870	548030	356560	464950	465790	583570	494590	439030	735000	581230	584850	490560	521930	358570	379420	360630	415840	490010	465880	478930	424050	263600	313400	346970	404600	339120	366210	491090	357210	418830	4	4	4	17	17	17	33.471	0	21.242	11	Q8BR90;Q8BR90-2	Q8BR90;Q8BR90-2	UPF0600 protein C5orf51 homolog		4426	sp|Q8BR90|CE051_MOUSE UPF0600 protein C5orf51 homolog OS=Mus musculus OX=10090 PE=1 SV=1;sp|Q8BR90-2|CE051_MOUSE Isoform 2 of UPF0600 protein C5orf51 homolog OS=Mus musculus OX=10090
3894700	4136200	2949700	4971600	4403400	4535000	2737700	3186000	3434100	4803400	3572400	3936000	5259600	4372400	3970300	3332300	4243900	2745700	3031100	2980700	3155900	3310200	3732800	3353900	3070400	2565900	2078700	2884100	3093600	3055900	3135300	3237900	2952500	3252800	23	23	23	45.4	45.4	45.4	72.322	0	323.31	75	Q8BRF7;Q8BRF7-3;Q8BRF7-2	Q8BRF7;Q8BRF7-3	Sec1 family domain-containing protein 1	Scfd1	4427	sp|Q8BRF7|SCFD1_MOUSE Sec1 family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scfd1 PE=1 SV=1;sp|Q8BRF7-3|SCFD1_MOUSE Isoform 3 of Sec1 family domain-containing protein 1 OS=Mus musculus OX=10090 GN=Scfd1
26511	26852	16657	20330	23111	20886	12289	14128	12777	22859	11035	18718	34508	22091	29778	14947	18679	44484	58356	36937	49753	56772	71686	55886	62877	42598	48066	62836	62648	69171	59985	71571	55311	58066	3	3	3	7	7	7	62.981	0	4.3048	5	Q8BRG8;Q8BRG8-3;Q8BRG8-2	Q8BRG8;Q8BRG8-3;Q8BRG8-2	Transmembrane protein 209	Tmem209	4428	sp|Q8BRG8|TM209_MOUSE Transmembrane protein 209 OS=Mus musculus OX=10090 GN=Tmem209 PE=2 SV=1;sp|Q8BRG8-3|TM209_MOUSE Isoform 3 of Transmembrane protein 209 OS=Mus musculus OX=10090 GN=Tmem209;sp|Q8BRG8-2|TM209_MOUSE Isoform 2 of Transmembrane protein 209
163290	181040	137810	229050	175310	159180	140640	123260	129890	209340	188750	165440	230780	219070	184920	146350	213850	162430	170640	156530	162550	211400	180780	169340	187380	130890	116770	169470	150070	174220	148080	204570	135200	183930	7	7	7	9.5	9.5	9.5	104.2	0	16.052	11	Q8BRH0;Q8BRH0-2	Q8BRH0;Q8BRH0-2	Transmembrane and TPR repeat-containing protein 3	Tmtc3	4429	sp|Q8BRH0|TMTC3_MOUSE Protein O-mannosyl-transferase TMTC3 OS=Mus musculus OX=10090 GN=Tmtc3 PE=1 SV=2;sp|Q8BRH0-2|TMTC3_MOUSE Isoform 2 of Protein O-mannosyl-transferase TMTC3 OS=Mus musculus OX=10090 GN=Tmtc3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	6	6	2.3	2.3	2.3	540.18	0	323.31	0	Q8BRH4;Q8BRH4-2	Q8BRH4;Q8BRH4-2	Histone-lysine N-methyltransferase 2C	Kmt2c	4431	sp|Q8BRH4|KMT2C_MOUSE Histone-lysine N-methyltransferase 2C OS=Mus musculus OX=10090 GN=Kmt2c PE=1 SV=2;sp|Q8BRH4-2|KMT2C_MOUSE Isoform 2 of Histone-lysine N-methyltransferase 2C OS=Mus musculus OX=10090 GN=Kmt2c
463490	499960	356400	747910	583080	573830	351820	460260	426590	601850	423020	373020	721980	641060	718820	502330	553990	609990	626440	674520	575410	771580	909920	836910	646340	444380	490790	679560	575950	687590	695980	810670	564090	766230	12	9	9	24.8	18.7	18.7	62.022	0	225.41	20	Q8BRK8	Q8BRK8	5-AMP-activated protein kinase catalytic subunit alpha-2	Prkaa2	4433	sp|Q8BRK8|AAPK2_MOUSE 5-AMP-activated protein kinase catalytic subunit alpha-2 OS=Mus musculus OX=10090 GN=Prkaa2 PE=1 SV=3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37855	44075	58194	41558	69086	55364	48468	46373	39813	29876	44606	41999	51696	56267	43792	45011	48170	3	3	2	15.5	15.5	10.9	41.486	0	6.1578	1	Q8BRM2	Q8BRM2	RAB6-interacting golgin	Gorab	4434	sp|Q8BRM2|GORAB_MOUSE RAB6-interacting golgin OS=Mus musculus OX=10090 GN=Gorab PE=1 SV=1
120740	115590	79605	155720	127750	108540	60656	98871	104930	135520	85909	108780	115750	132950	144240	89519	126990	38051	63059	62653	67228	52746	82451	72145	60694	37191	30238	66855	30766	52985	69272	84538	49066	84424	4	4	4	9.3	9.3	9.3	93.09	0	90.091	10	Q8BRN9	Q8BRN9	Coiled-coil and C2 domain-containing protein 1B	Cc2d1b	4435	sp|Q8BRN9|C2D1B_MOUSE Coiled-coil and C2 domain-containing protein 1B OS=Mus musculus OX=10090 GN=Cc2d1b PE=1 SV=1
469480	584150	308460	519110	476530	501960	276120	333440	358390	496110	329150	397210	533370	390890	483550	347640	424530	84970	83286	81885	77475	93638	103510	82601	80094	64214	58434	93094	92170	85861	79257	91390	75705	109380	15	13	9	15.9	14.5	9.7	140.74	0	323.31	12	Q8BRT1;Q8BRT1-6	Q8BRT1	CLIP-associating protein 2	Clasp2	4436	sp|Q8BRT1|CLAP2_MOUSE CLIP-associating protein 2 OS=Mus musculus OX=10090 GN=Clasp2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7	2	2	13.7	5.8	5.8	66.369	0	15.03	2	Q8BRT1-5	Q8BRT1-5	CLIP-associating protein 2	Clasp2	4437	sp|Q8BRT1-5|CLAP2_MOUSE Isoform 2 of CLIP-associating protein 2 OS=Mus musculus OX=10090 GN=Clasp2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	5	5	17.2	17.2	17.2	34.668	0	109.45	0	Q8BRV5	Q8BRV5	Uncharacterized protein KIAA1671	Kiaa1671	4438	sp|Q8BRV5|K1671_MOUSE Uncharacterized protein KIAA1671 OS=Mus musculus OX=10090 GN=Kiaa1671 PE=2 SV=1
6086.89990234375	14795	7850	7459.10009765625	7012.89990234375	5556.39990234375	5942.2998046875	4710.7998046875	NaN	10560	NaN	7318.7998046875	13466	9747.900390625	13973	8338	6509.7998046875	70065	62947	73817	95293	73885	97703	95353	83106	62287	48758	78124	74178	82369	88660	95692	62622	83035	2	2	2	16.2	16.2	16.2	24.597	0	13.618	3	Q8BS40	Q8BS40	Ceramide-1-phosphate transfer protein	Cptp	4439	sp|Q8BS40|CPTP_MOUSE Ceramide-1-phosphate transfer protein OS=Mus musculus OX=10090 GN=Cptp PE=1 SV=1
403850	458610	236540	550420	468890	370170	236910	319580	386650	484790	324240	361560	415680	424730	383430	288760	414740	132290	148810	148620	138250	164690	167550	158610	149190	151190	108200	144610	135920	115770	160730	179780	121530	182860	2	2	2	5.5	5.5	5.5	52.734	0	72.788	5	Q8BS95	Q8BS95	Golgi pH regulator	Gpr89a	4440	sp|Q8BS95|GPHR_MOUSE Golgi pH regulator OS=Mus musculus OX=10090 GN=Gpr89 PE=1 SV=2
12369	17970	17132	16722	9006.400390625	18156	NaN	6283.89990234375	12027	23905	8536.2001953125	20654	18954	9960.7001953125	8674	9829.5	12332	17958	20156	23642	23350	23293	24187	20695	17459	15881	11260	20275	23748	20188	20311	19020	16557	25901	4	4	4	22.2	22.2	22.2	28.575	0	83.928	3	Q8BSA9	Q8BSA9	tRNA wybutosine-synthesizing protein 3 homolog	Tyw3	4441	sp|Q8BSA9|TYW3_MOUSE tRNA wybutosine-synthesizing protein 3 homolog OS=Mus musculus OX=10090 GN=Tyw3 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	6.3	6.3	6.3	53.352	0	50.628	0	Q8BSD5	Q8BSD5	SH2 domain-containing adapter protein E	She	4442	sp|Q8BSD5|SHE_MOUSE SH2 domain-containing adapter protein E OS=Mus musculus OX=10090 GN=She PE=1 SV=1
2745500	3006800	2037100	3166000	2988100	3557400	1948200	2226900	2159800	3460100	2729100	2578200	3757300	3166300	2907000	2560400	3410700	1269800	1415800	1143800	1180400	1390500	1863800	1679600	1725400	1164300	1043200	1619200	1567000	1786800	1554000	1765800	1272300	1939600	16	16	16	47.3	47.3	47.3	47.016	0	323.31	74	Q8BSE0	Q8BSE0	Regulator of microtubule dynamics protein 2	Rmdn2	4443	sp|Q8BSE0|RMD2_MOUSE Regulator of microtubule dynamics protein 2 OS=Mus musculus OX=10090 GN=Rmdn2 PE=1 SV=1
26784	34591	20665	35039	29394	39814	19459	20984	22607	33791	20562	36106	38647	30941	28546	21073	34082	71572	134800	96897	122550	137890	143420	142020	155690	100040	91547	113270	123910	154170	150210	128270	106350	129900	5	5	5	13.1	13.1	13.1	45.926	0	71.105	10	Q8BSF4	Q8BSF4	Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain	Pisd	4444	sp|Q8BSF4|PISD_MOUSE Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Mus musculus OX=10090 GN=Pisd PE=2 SV=1
153470	156400	118170	160190	162490	167210	76709	126500	94657	174580	165710	129160	206800	210260	171440	138160	165290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	5	5	13.3	13.3	13.3	54.163	0	72.172	3	Q8BSI6	Q8BSI6	R3H and coiled-coil domain-containing protein 1	R3hcc1	4445	sp|Q8BSI6|R3HC1_MOUSE R3H and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=R3hcc1 PE=1 SV=3
304780	367560	229020	396560	356590	326860	188590	206240	240690	366440	295420	330720	414860	314970	359030	320120	358160	168400	202310	189480	192870	247350	263630	243690	250920	187820	128600	238910	185300	240420	227340	272060	190490	278660	8	8	7	20	20	18.5	59.145	0	323.31	12	Q8BSK8;Q8BSK8-2	Q8BSK8;Q8BSK8-2	Ribosomal protein S6 kinase beta-1	Rps6kb1	4446	sp|Q8BSK8|KS6B1_MOUSE Ribosomal protein S6 kinase beta-1 OS=Mus musculus OX=10090 GN=Rps6kb1 PE=1 SV=2;sp|Q8BSK8-2|KS6B1_MOUSE Isoform Alpha II of Ribosomal protein S6 kinase beta-1 OS=Mus musculus OX=10090 GN=Rps6kb1
397140	388320	250520	337300	438730	322610	240750	362400	359950	410030	343920	474570	527670	318060	374680	316550	445940	291610	316540	349310	386440	325510	439300	315900	496180	400740	359450	356890	563690	354530	385150	462630	372700	387650	6	6	6	13.1	13.1	13.1	62.644	0	323.31	9	Q8BSM7	Q8BSM7	Large neutral amino acids transporter small subunit 3	Slc43a1	4447	sp|Q8BSM7|LAT3_MOUSE Large neutral amino acids transporter small subunit 3 OS=Mus musculus OX=10090 GN=Slc43a1 PE=1 SV=1
169890	203010	114180	189050	186590	177700	96082	113820	117330	186920	151820	134850	200600	177860	197620	151240	191740	160240	187990	161940	179620	186750	212660	191940	181900	122680	141790	193260	175690	205250	192590	178230	179610	206010	9	9	9	8.8	8.8	8.8	187.19	0	323.31	9	Q8BSQ9;Q8BSQ9-2	Q8BSQ9;Q8BSQ9-2	Protein polybromo-1	Pbrm1	4449	sp|Q8BSQ9|PB1_MOUSE Protein polybromo-1 OS=Mus musculus OX=10090 GN=Pbrm1 PE=1 SV=4;sp|Q8BSQ9-2|PB1_MOUSE Isoform 2 of Protein polybromo-1 OS=Mus musculus OX=10090 GN=Pbrm1
528020	624770	389820	656340	570500	558370	350210	467150	493880	623050	479630	488880	674430	549540	533230	444270	554550	516540	550350	553190	566800	599470	747010	562160	599540	433020	412690	540060	496600	581030	561120	675960	453660	559430	5	5	3	4.8	4.8	3	143.23	0	219.57	15	Q8BSS9	Q8BSS9	Liprin-alpha-2	Ppfia2	4450	sp|Q8BSS9|LIPA2_MOUSE Liprin-alpha-2 OS=Mus musculus OX=10090 GN=Ppfia2 PE=1 SV=2
3724400	4039700	2989700	4437800	3985500	4410500	2392500	2943500	3120800	4548800	3115900	3358000	4452600	3613100	4155700	2939100	3581500	2166800	2602700	2299900	2608900	2497700	3169100	3036600	2727400	2130000	1762600	2385700	2276200	2734600	2426000	2646800	2127100	2779000	25	25	25	38.1	38.1	38.1	83.041	0	323.31	71	Q8BSY0;Q8BSY0-2	Q8BSY0	Aspartyl/asparaginyl beta-hydroxylase	Asph	4451	sp|Q8BSY0|ASPH_MOUSE Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus OX=10090 GN=Asph PE=1 SV=1
140230	147410	97889	162840	156720	169650	107640	101160	116290	170370	119590	131400	222780	166060	161530	111380	130820	19131	23397	25818	19857	36251	32836	21647	24691	21926	12967	18922	27932	28111	24135	29209	18334	23217	3	3	3	15.5	15.5	15.5	22.017	0.0001377	3.0437	4	Q8BSZ2	Q8BSZ2	AP-3 complex subunit sigma-2	Ap3s2	4452	sp|Q8BSZ2|AP3S2_MOUSE AP-3 complex subunit sigma-2 OS=Mus musculus OX=10090 GN=Ap3s2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	1	4.5	4.5	3.3	63.473	0	323.31	0	Q8BT14;Q8BT14-2;Q8BT14-3	Q8BT14;Q8BT14-2;Q8BT14-3	CCR4-NOT transcription complex subunit 4	Cnot4	4453	sp|Q8BT14|CNOT4_MOUSE CCR4-NOT transcription complex subunit 4 OS=Mus musculus OX=10090 GN=Cnot4 PE=1 SV=2;sp|Q8BT14-2|CNOT4_MOUSE Isoform 2 of CCR4-NOT transcription complex subunit 4 OS=Mus musculus OX=10090 GN=Cnot4;sp|Q8BT14-3|CNOT4_MOUSE Isoform 3 of
24514	27019	18581	32544	31023	28455	18243	23102	22210	36309	29317	24717	33428	27848	27249	22429	30209	1266.80004882813	1432	1355.80004882813	1049.30004882813	873.950012207031	1997.80004882813	1816	1279.59997558594	920.030029296875	727.760009765625	900.320007324219	1368.19995117188	1181.80004882813	1490.09997558594	1637.30004882813	780.780029296875	1287.80004882813	3	3	3	28.7	28.7	28.7	10.135	0.007606	1.4264	5	Q8BT51	Q8BT51	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial	COA4	4454	sp|Q8BT51|COA4_MOUSE Cytochrome c oxidase assembly factor 4 homolog, mitochondrial OS=Mus musculus OX=10090 GN=COA4 PE=3 SV=1
1694900	2239600	1456000	2083000	1717400	2138000	1246200	1243300	1559700	2097400	1358600	1503700	2176500	1585500	1925200	1522700	1488900	1941400	2431500	2069900	2118500	2368700	2992700	2560600	2655400	1834000	1407800	2210400	1976100	2145000	2242600	2334700	1767900	2597700	18	18	16	42.4	42.4	39	59.584	0	323.31	74	Q8BT60;Q8JZW4;Q1RLL3;Q0VE82	Q8BT60	Copine-3	Cpne3	4455	sp|Q8BT60|CPNE3_MOUSE Copine-3 OS=Mus musculus OX=10090 GN=Cpne3 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13215	14703	14961	9973.7998046875	12711	16553	16901	19636	10993	9369.5	14260	13536	11938	12743	14481	7516.39990234375	16003	3	3	3	29.8	29.8	29.8	11.888	0	25.401	5	Q8BTE0	Q8BTE0	Succinate dehydrogenase assembly factor 4, mitochondrial	Sdhaf4	4456	sp|Q8BTE0|SDHF4_MOUSE Succinate dehydrogenase assembly factor 4, mitochondrial OS=Mus musculus OX=10090 GN=Sdhaf4 PE=3 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	1	1	9.8	3.3	3.3	52.743	0	3.7649	0	Q8BTH8	Q8BTH8	Casein kinase I isoform gamma-1	Csnk1g1	4457	sp|Q8BTH8|KC1G1_MOUSE Casein kinase I isoform gamma-1 OS=Mus musculus OX=10090 GN=Csnk1g1 PE=1 SV=2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67381	85806	73104	63315	67705	96514	82507	71411	45006	43171	85988	81220	92862	96224	122730	70989	74025	2	2	2	2.7	2.7	2.7	115.03	0.0037756	1.6496	1	Q8BTI7	Q8BTI7	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	Ankrd52	4458	sp|Q8BTI7|ANR52_MOUSE Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Mus musculus OX=10090 GN=Ankrd52 PE=1 SV=1
1260500	1382000	910730	1333500	1127300	1257400	686060	820820	902010	1349100	917450	1113400	1506400	1145200	1493500	1032400	1125500	1012300	1243500	1130700	1085900	1448000	1624800	1371700	1483700	1106400	1029700	1309100	1352100	1388600	1316800	1798300	1059300	1352900	86	86	1	36.7	36.7	0.4	294.84	0	323.31	40	Q8BTI8;Q8BTI8-3	Q8BTI8;Q8BTI8-3	Serine/arginine repetitive matrix protein 2	Srrm2	4459	sp|Q8BTI8|SRRM2_MOUSE Serine/arginine repetitive matrix protein 2 OS=Mus musculus OX=10090 GN=Srrm2 PE=1 SV=3;sp|Q8BTI8-3|SRRM2_MOUSE Isoform 3 of Serine/arginine repetitive matrix protein 2 OS=Mus musculus OX=10090 GN=Srrm2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32461	42085	35221	42470	48421	59761	44896	61110	40311	29963	41372	38438	48843	41472	45119	27964	39524	4	4	4	4.6	4.6	4.6	121.71	0	3.879	4	Q8BTI9	Q8BTI9	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	Pik3cb	4461	sp|Q8BTI9|PK3CB_MOUSE Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Pik3cb PE=1 SV=2
493960	504460	355290	609330	527730	549930	321610	357790	381890	617580	499250	498070	585060	537510	547870	469010	508160	536760	614170	471620	563890	544850	713740	585740	596690	443650	465220	614500	511620	571160	588280	646100	541690	663810	4	4	4	11.1	11.1	11.1	47.903	0	7.5284	8	Q8BTJ4-2;Q8BTJ4;Q3TIW9	Q8BTJ4-2;Q8BTJ4	Bis(5-adenosyl)-triphosphatase enpp4	Enpp4	4462	sp|Q8BTJ4-2|ENPP4_MOUSE Isoform 2 of Bis(5-adenosyl)-triphosphatase enpp4 OS=Mus musculus OX=10090 GN=Enpp4;sp|Q8BTJ4|ENPP4_MOUSE Bis(5-adenosyl)-triphosphatase enpp4 OS=Mus musculus OX=10090 GN=Enpp4 PE=1 SV=1
8931500	8496100	5982900	10619000	9962100	8775600	4126500	12133000	7254000	9877700	7321500	7133700	12669000	7669000	11082000	8777200	8488500	5219200	5854600	4893500	7340900	11417000	7680700	6158700	7475200	5302600	4434900	7350800	5481300	5672000	7102500	6472600	6781800	6520900	89	85	83	48.6	47.5	46.6	281.22	0	323.31	245	Q8BTM8;Q8BTM8-2	Q8BTM8	Filamin-A	Flna	4463	sp|Q8BTM8|FLNA_MOUSE Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5
127030	130530	118460	152800	129760	158120	65163	107360	112970	154470	154030	120870	172200	153980	226790	137620	172160	110420	157000	108610	120600	146480	169150	139880	123330	81791	92820	148720	116440	132220	136180	150530	92179	158300	4	4	4	42.9	42.9	42.9	17.505	0	62.06	8	Q8BTR5	Q8BTR5	Dual specificity phosphatase 28	Dusp28	4464	sp|Q8BTR5|DUS28_MOUSE Dual specificity phosphatase 28 OS=Mus musculus OX=10090 GN=Dusp28 PE=1 SV=1
561740	517870	345200	708930	590360	577220	391890	435120	464950	725320	604150	512470	832910	684680	776780	570580	626240	683730	686400	625990	574240	756570	942870	781470	795660	595160	432980	690380	716170	791820	737980	860940	665680	757600	7	7	7	18.2	18.2	18.2	55.731	0	61.931	19	Q8BTS4	Q8BTS4	Nuclear pore complex protein Nup54	Nup54	4465	sp|Q8BTS4|NUP54_MOUSE Nuclear pore complex protein Nup54 OS=Mus musculus OX=10090 GN=Nup54 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	9.8	9.8	9.8	22.748	0.0096203	1.3248	3	Q8BTU1;Q8BTU1-2	Q8BTU1;Q8BTU1-2	Cilia- and flagella-associated protein 20	Cfap20	4466	sp|Q8BTU1|CFA20_MOUSE Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20 PE=1 SV=1;sp|Q8BTU1-2|CFA20_MOUSE Isoform 2 of Cilia- and flagella-associated protein 20 OS=Mus musculus OX=10090 GN=Cfap20
25830	26427	23783	7473.60009765625	25640	27648	2401.19995117188	15807	4538.2998046875	31247	2921.60009765625	31682	33985	21871	38526	27974	33428	120950	166770	141470	129000	137470	233380	189840	159990	112180	51556	120720	168400	127430	175370	156760	94793	164620	6	6	6	17	17	17	52.01	0	323.31	5	Q8BTV2;Q8BTV2-2;Q8BTV2-3	Q8BTV2;Q8BTV2-2	Cleavage and polyadenylation specificity factor subunit 7	Cpsf7	4467	sp|Q8BTV2|CPSF7_MOUSE Cleavage and polyadenylation specificity factor subunit 7 OS=Mus musculus OX=10090 GN=Cpsf7 PE=1 SV=2;sp|Q8BTV2-2|CPSF7_MOUSE Isoform 2 of Cleavage and polyadenylation specificity factor subunit 7 OS=Mus musculus OX=10090 GN=Cpsf7
294960	303150	237950	399000	321550	359620	185940	270980	261410	403150	329880	311170	448830	367650	384980	272200	409340	207080	273000	221420	258470	253320	274250	270810	239650	197040	160070	211760	194110	283200	312270	339860	265430	301250	7	7	7	25.6	25.6	25.6	28.37	0	165.38	20	Q8BTW3	Q8BTW3	Exosome complex component MTR3	Exosc6	4468	sp|Q8BTW3|EXOS6_MOUSE Exosome complex component MTR3 OS=Mus musculus OX=10090 GN=Exosc6 PE=1 SV=1
NaN	588.460021972656	NaN	481.399993896484	488.899993896484	NaN	NaN	NaN	NaN	449.109985351563	NaN	799.460021972656	817.039978027344	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.9	2.9	2.9	66.109	0	10.016	1	Q8BTW8	Q8BTW8	CDK5 regulatory subunit-associated protein 1	Cdk5rap1	4469	sp|Q8BTW8|CK5P1_MOUSE Mitochondrial tRNA methylthiotransferase CDK5RAP1 OS=Mus musculus OX=10090 GN=Cdk5rap1 PE=1 SV=2
