Ink_P1	Ink_15	Ink_1	Ink_9	Ink_13	Ink_6	Ink_3	Ink_11	Ink_4	Ink_12	Ink_5	Ink_2	Ink_15	Ink_14	Ink_7	Ink_16	Ink_8	Ink_P2	Taxonomy IDs	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Fasta headers
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	2	2	2	11.4	11.4	11.4	33.424	0	4.3589	0	Q8BG50	Q8BG50	Transmembrane protein 169	Tmem169	4336	sp|Q8BG50|TM169_MOUSE Transmembrane protein 169 OS=Mus musculus OX=10090 GN=Tmem169 PE=2 SV=1
1184100	1597500	2065400	1729000	1709400	2001300	2011800	1714700	2010500	1697400	1664300	1709300	1846400	1868800	1932600	1844900	2206900	1326000	-1	17	17	16	30.4	30.4	28.7	77.003	0	73.367	20	Q8BG51-3;Q8BG51-4;Q8BG51;Q8BG51-2	Q8BG51-3;Q8BG51-4;Q8BG51;Q8BG51-2	Mitochondrial Rho GTPase 1	Rhot1	4337	sp|Q8BG51-3|MIRO1_MOUSE Isoform 3 of Mitochondrial Rho GTPase 1 OS=Mus musculus OX=10090 GN=Rhot1;sp|Q8BG51-4|MIRO1_MOUSE Isoform 4 of Mitochondrial Rho GTPase 1 OS=Mus musculus OX=10090 GN=Rhot1;sp|Q8BG51|MIRO1_MOUSE Mitochondrial Rho GTPase 1 OS=Mus musc
179180	272620	273640	251350	266870	269450	291100	265870	307680	242190	267250	242090	283340	286900	307530	275160	285220	201450	-1	13	13	13	20.5	20.5	20.5	92.612	0	323.31	14	Q8BG67;Q8BG67-2	Q8BG67;Q8BG67-2	Protein EFR3 homolog A	Efr3a	4338	sp|Q8BG67|EFR3A_MOUSE Protein EFR3 homolog A OS=Mus musculus OX=10090 GN=Efr3a PE=1 SV=1;sp|Q8BG67-2|EFR3A_MOUSE Isoform 2 of Protein EFR3 homolog A OS=Mus musculus OX=10090 GN=Efr3a
198290	264920	313230	256960	266010	292470	325330	273970	290330	266750	249220	278460	280030	285970	276950	301360	352860	224070	-1	9	9	9	85	85	85	12.255	0	45.601	15	Q8BG73	Q8BG73	SH3 domain-binding glutamic acid-rich-like protein 2	Sh3bgrl2	4339	sp|Q8BG73|SH3L2_MOUSE SH3 domain-binding glutamic acid-rich-like protein 2 OS=Mus musculus OX=10090 GN=Sh3bgrl2 PE=1 SV=1
42402	53482	70615	62435	63542	63828	62973	57697	72766	57754	59013	58151	63463	62462	64954	47140	35351	46432	-1	8	8	8	27.9	27.9	27.9	46.132	0	69.655	10	Q8BG81	Q8BG81	Polymerase delta-interacting protein 3	Poldip3	4340	sp|Q8BG81|PDIP3_MOUSE Polymerase delta-interacting protein 3 OS=Mus musculus OX=10090 GN=Poldip3 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	0.8	0.8	0.8	192.82	0.0031165	2.0078	1	Q8BG87-4;Q8BG87	Q8BG87-4;Q8BG87	Methylcytosine dioxygenase TET3	Tet3	4341	sp|Q8BG87-4|TET3_MOUSE Isoform 1 of Methylcytosine dioxygenase TET3 OS=Mus musculus OX=10090 GN=Tet3;sp|Q8BG87|TET3_MOUSE Methylcytosine dioxygenase TET3 OS=Mus musculus OX=10090 GN=Tet3 PE=1 SV=4
3688	8098.60009765625	9465.5	7041.89990234375	5246.2001953125	7923.10009765625	5117.7998046875	11368	6507.7001953125	6253.89990234375	8152.2998046875	8193.099609375	6527.2998046875	7964.60009765625	8621.2001953125	6649.2001953125	4525.7998046875	7059.10009765625	-1	7	7	7	16.2	16.2	16.2	46.86	0	85.341	2	Q8BG89;Q8BG89-2	Q8BG89;Q8BG89-2	Protein ZNF365	Znf365	4342	sp|Q8BG89|ZN365_MOUSE Protein ZNF365 OS=Mus musculus OX=10090 GN=Znf365 PE=1 SV=1;sp|Q8BG89-2|ZN365_MOUSE Isoform 2 of Protein ZNF365 OS=Mus musculus OX=10090 GN=Znf365
30368	45460	52150	40688	38988	47373	45284	35417	46963	44811	35971	39574	45770	48003	50030	46793	50906	34031	-1	10	8	7	32.4	26	21.7	37.954	0	26.403	6	Q8BG92;Q8BG92-2	Q8BG92;Q8BG92-2	Clavesin-2	Clvs2	4343	sp|Q8BG92|CLVS2_MOUSE Clavesin-2 OS=Mus musculus OX=10090 GN=Clvs2 PE=1 SV=1;sp|Q8BG92-2|CLVS2_MOUSE Isoform 2 of Clavesin-2 OS=Mus musculus OX=10090 GN=Clvs2
8632.400390625	9450	11805	10890	9962.7998046875	12298	14471	11220	12503	10861	8804.099609375	11175	10588	10662	11116	10512	13998	8882.7998046875	-1	1	1	1	6.5	6.5	6.5	19.576	0.000409	2.955	2	Q8BG93	Q8BG93	Probable 8-oxo-dGTP diphosphatase NUDT15	Nudt15	4344	sp|Q8BG93|NUD15_MOUSE Nucleotide triphosphate diphosphatase NUDT15 OS=Mus musculus OX=10090 GN=Nudt15 PE=1 SV=1
82870	115440	133690	111710	106550	131280	137550	108670	131360	108260	105400	110770	115440	119860	123230	115960	112110	91721	-1	3	3	3	18.5	18.5	18.5	22.652	0	29.625	6	Q8BG94	Q8BG94	COMM domain-containing protein 7	Commd7	4345	sp|Q8BG94|COMD7_MOUSE COMM domain-containing protein 7 OS=Mus musculus OX=10090 GN=Commd7 PE=1 SV=1
69366	88006	114870	94292	91017	111930	77427	80968	117920	100450	92032	97661	96208	97738	105140	81735	84879	77403	-1	14	12	12	14	12.4	12.4	109.05	0	82.85	11	Q8BG95;Q8BG95-2	Q8BG95	Protein phosphatase 1 regulatory subunit 12B	Ppp1r12b	4346	sp|Q8BG95|MYPT2_MOUSE Protein phosphatase 1 regulatory subunit 12B OS=Mus musculus OX=10090 GN=Ppp1r12b PE=1 SV=2
8907.2998046875	9407.7998046875	16033	11978	11967	13135	10493	13442	16373	13296	15515	12226	13149	12462	15941	14931	14557	10355	-1	1	1	1	3.4	3.4	3.4	52.331	0.0086488	1.3748	1	Q8BG99	Q8BG99	Homeobox protein PKNOX2	Pknox2	4347	sp|Q8BG99|PKNX2_MOUSE Homeobox protein PKNOX2 OS=Mus musculus OX=10090 GN=Pknox2 PE=2 SV=1
100360	135500	162320	137590	142330	154870	84239	126920	182180	145030	164900	167160	162170	159180	164520	141790	139180	123560	-1	9	8	7	18.6	16.7	14.4	58.815	0	14.444	7	Q8BGA3	Q8BGA3	Leucine-rich repeat transmembrane neuronal protein 2	Lrrtm2	4348	sp|Q8BGA3|LRRT2_MOUSE Leucine-rich repeat transmembrane neuronal protein 2 OS=Mus musculus OX=10090 GN=Lrrtm2 PE=2 SV=1
20082	24215	32247	27325	24301	31393	24336	24352	24204	23784	28047	26771	25910	22244	27659	18596	22878	24392	-1	3	3	3	8.5	8.5	8.5	48.219	0	8.5799	3	Q8BGA9	Q8BGA9	Mitochondrial inner membrane protein OXA1L	Oxa1l	4349	sp|Q8BGA9|OXA1L_MOUSE Mitochondrial inner membrane protein OXA1L OS=Mus musculus OX=10090 GN=Oxa1l PE=1 SV=1
18177	22659	35146	28428	21031	34112	22215	23405	31770	24448	29248	28739	27475	26913	27726	28028	33005	22336	-1	5	4	4	34.4	34.4	34.4	14.237	0	5.3318	3	Q8BGB5	Q8BGB5	LIM domain-containing protein 2	Limd2	4350	sp|Q8BGB5|LIMD2_MOUSE LIM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Limd2 PE=1 SV=1
304480	437040	513940	450650	443430	491900	473770	400800	542840	457330	403590	412660	469950	505480	482950	440460	543820	384010	-1	7	7	7	25.7	25.7	25.7	28.6	0	58.702	10	Q8BGB7;Q8BGB7-2	Q8BGB7;Q8BGB7-2	Enolase-phosphatase E1	Enoph1	4351	sp|Q8BGB7|ENOPH_MOUSE Enolase-phosphatase E1 OS=Mus musculus OX=10090 GN=Enoph1 PE=1 SV=1;sp|Q8BGB7-2|ENOPH_MOUSE Isoform 2 of Enolase-phosphatase E1 OS=Mus musculus OX=10090 GN=Enoph1
18078	22660	29781	23103	24575	27088	28551	23730	30182	25913	26097	25312	25256	25383	29709	28465	31774	23757	-1	2	2	2	7.9	7.9	7.9	30.084	0	7.9878	2	Q8BGB8	Q8BGB8	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	Coq4	4352	sp|Q8BGB8|COQ4_MOUSE Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Coq4 PE=1 SV=1
126100	142040	197370	170480	185640	175740	146990	146510	205830	146710	182090	171460	159200	149240	187720	125540	122090	140290	-1	22	22	22	36.7	36.7	36.7	86.239	0	323.31	15	Q8BGC0;Q8BGC0-2	Q8BGC0	HIV Tat-specific factor 1 homolog	Htatsf1	4353	sp|Q8BGC0|HTSF1_MOUSE HIV Tat-specific factor 1 homolog OS=Mus musculus OX=10090 GN=Htatsf1 PE=1 SV=1
333600	387650	449790	405840	435260	449090	559550	422100	500240	474460	383640	396800	419330	426200	496890	469800	463820	343520	-1	9	9	9	26.8	26.8	26.8	40.528	0	106.35	16	Q8BGC4	Q8BGC4	Zinc-binding alcohol dehydrogenase domain-containing protein 2	Zadh2	4354	sp|Q8BGC4|PTGR3_MOUSE Prostaglandin reductase-3 OS=Mus musculus OX=10090 GN=Zadh2 PE=1 SV=1
1296.40002441406	3616.80004882813	3797.69995117188	2842.89990234375	3289.5	2982.30004882813	4517.2998046875	2960.10009765625	3745	2884.89990234375	3219.89990234375	2500.10009765625	3760.19995117188	4438.10009765625	4203.2998046875	2625.60009765625	4843.39990234375	2046.80004882813	-1	1	1	1	6.2	6.2	6.2	31.764	0.0028687	2.0782	1	Q8BGC9	Q8BGC9	Protein CREG2	Creg2	4355	sp|Q8BGC9|CREG2_MOUSE Protein CREG2 OS=Mus musculus OX=10090 GN=Creg2 PE=1 SV=1
416710	523290	684290	577820	525690	652990	533450	543410	647090	564870	576630	541300	643080	596380	675640	588680	664790	468560	-1	10	10	10	15.7	15.7	15.7	90.029	0	44.458	18	Q8BGD5	Q8BGD5	Carnitine O-palmitoyltransferase 1, brain isoform	Cpt1c	4356	sp|Q8BGD5|CPT1C_MOUSE Carnitine O-palmitoyltransferase 1, brain isoform OS=Mus musculus OX=10090 GN=Cpt1c PE=1 SV=1
8961.900390625	9993.5	11600	10735	10220	14647	15088	12568	14745	11353	10322	10583	9814	13120	13001	12892	12299	8043.5	-1	3	3	3	49.4	49.4	49.4	9.2983	0	32.497	2	Q8BGD8	Q8BGD8	Cytochrome c oxidase assembly factor 6 homolog	Coa6	4357	sp|Q8BGD8|COA6_MOUSE Cytochrome c oxidase assembly factor 6 homolog OS=Mus musculus OX=10090 GN=Coa6 PE=1 SV=1
258680	312990	402050	327880	351430	398540	269130	305280	415270	292610	368860	351560	407250	328070	381850	201180	178680	251060	-1	18	18	18	32.9	32.9	32.9	68.839	0	323.31	22	Q8BGD9	Q8BGD9	Eukaryotic translation initiation factor 4B	Eif4b	4358	sp|Q8BGD9|IF4B_MOUSE Eukaryotic translation initiation factor 4B OS=Mus musculus OX=10090 GN=Eif4b PE=1 SV=1
270620	342810	450100	398400	382060	451250	475730	384850	413360	344560	353610	397100	425570	422360	430570	427980	488200	324150	-1	5	5	5	18.1	18.1	18.1	44.375	0	323.31	4	Q8BGE6	Q8BGE6	Cysteine protease ATG4B	Atg4b	4359	sp|Q8BGE6|ATG4B_MOUSE Cysteine protease ATG4B OS=Mus musculus OX=10090 GN=Atg4b PE=1 SV=2
9753.400390625	13549	15320	13511	10433	13879	15320	11910	13839	13068	12603	14364	13839	14538	13106	13699	13843	11561	-1	3	3	3	9.5	9.5	9.5	39.79	0.00028114	3.5515	3	Q8BGF3	Q8BGF3	WD repeat-containing protein 92	Wdr92	4360	sp|Q8BGF3|WDR92_MOUSE WD repeat-containing protein 92 OS=Mus musculus OX=10090 GN=Wdr92 PE=1 SV=1
8923.7001953125	8238.7001953125	14610	9322.400390625	12718	14226	9587.7998046875	10254	14131	10381	10981	12893	13398	11248	10484	5878.10009765625	5035	10062	-1	2	2	2	6.5	6.5	6.5	34.747	0.00028225	3.6575	2	Q8BGF6	Q8BGF6	ELMO domain-containing protein 2	Elmod2	4361	sp|Q8BGF6|ELMD2_MOUSE ELMO domain-containing protein 2 OS=Mus musculus OX=10090 GN=Elmod2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	0.9	0.9	0.9	131.17	0.0028732	2.11	0	Q8BGF7-4;Q8BGF7-3;Q8BGF7-2;Q8BGF7	Q8BGF7-4;Q8BGF7-3;Q8BGF7-2;Q8BGF7	PAB-dependent poly(A)-specific ribonuclease subunit PAN2	Pan2	4362	sp|Q8BGF7-4|PAN2_MOUSE Isoform 4 of PAN2-PAN3 deadenylation complex catalytic subunit Pan2 OS=Mus musculus OX=10090 GN=Pan2;sp|Q8BGF7-3|PAN2_MOUSE Isoform 3 of PAN2-PAN3 deadenylation complex catalytic subunit Pan2 OS=Mus musculus OX=10090 GN=Pan2;sp|Q8BGF
820.809997558594	643.260009765625	1808.19995117188	1342.09997558594	2104	2630.89990234375	1765.19995117188	791.309997558594	827.640014648438	1368.30004882813	557.469970703125	1904.30004882813	959.950012207031	695.359985351563	800.929992675781	1784.90002441406	1131.59997558594	997.030029296875	-1	5	5	5	16.6	16.6	16.6	44.917	0	30	1	Q8BGF8	Q8BGF8	Solute carrier family 35 member D3	Slc35d3	4363	sp|Q8BGF8|S35D3_MOUSE Solute carrier family 35 member D3 OS=Mus musculus OX=10090 GN=Slc35d3 PE=2 SV=1
1812.5	2326.89990234375	2888.39990234375	2255.5	1998.30004882813	3200	2092.30004882813	1422.69995117188	2907.10009765625	2834.89990234375	2830	2146.89990234375	2828.60009765625	2751.30004882813	3092.10009765625	1407.5	1523.09997558594	1906.80004882813	-1	2	2	2	8.9	8.9	8.9	35.339	0.0019778	2.2741	1	Q8BGF9	Q8BGF9	Solute carrier family 25 member 44	Slc25a44	4364	sp|Q8BGF9|S2544_MOUSE Solute carrier family 25 member 44 OS=Mus musculus OX=10090 GN=Slc25a44 PE=1 SV=1
31119	32740	48419	38537	48315	46746	53382	40112	46688	40363	41859	44496	44144	37450	45167	34419	43641	35030	-1	6	6	6	16.1	16.1	16.1	57.692	0	15.27	6	Q8BGG7-2;Q8BGG7	Q8BGG7-2;Q8BGG7	Ubiquitin-associated and SH3 domain-containing protein B	Ubash3b	4365	sp|Q8BGG7-2|UBS3B_MOUSE Isoform 2 of Ubiquitin-associated and SH3 domain-containing protein B OS=Mus musculus OX=10090 GN=Ubash3b;sp|Q8BGG7|UBS3B_MOUSE Ubiquitin-associated and SH3 domain-containing protein B OS=Mus musculus OX=10090 GN=Ubash3b PE=1 SV=1
994830	1308700	1635000	1388300	1402700	1694700	1792300	1472500	1561000	1512600	1411300	1508800	1583300	1540600	1615700	1659400	1965100	1161700	-1	15	15	15	42.4	42.4	42.4	51.863	0	62.972	28	Q8BGH2	Q8BGH2	Sorting and assembly machinery component 50 homolog	Samm50	4366	sp|Q8BGH2|SAM50_MOUSE Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1
119360	136650	179930	156080	177040	183480	153080	145140	182830	148880	154960	171590	176650	166550	190310	119810	95306	126280	-1	5	5	5	28.4	28.4	28.4	22.284	0	21.544	7	Q8BGH4	Q8BGH4	Receptor expression-enhancing protein 1	Reep1	4367	sp|Q8BGH4|REEP1_MOUSE Receptor expression-enhancing protein 1 OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1
25882	31696	54611	43652	36216	50729	39633	34091	51583	42979	44708	41734	43761	43316	37574	44365	50728	31135	-1	1	1	1	22.6	22.6	22.6	9.2234	0.00028078	3.5286	2	Q8BGH7	Q8BGH7	CDC42 small effector protein 2	Cdc42se2	4368	sp|Q8BGH7|C42S2_MOUSE CDC42 small effector protein 2 OS=Mus musculus OX=10090 GN=Cdc42se2 PE=1 SV=1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1	1	1	1	3	3	3	79.423	0	10.591	0	Q8BGI4	Q8BGI4	Protein FAM13A	Fam13a	4369	sp|Q8BGI4|FA13A_MOUSE Protein FAM13A OS=Mus musculus OX=10090 GN=Fam13a PE=1 SV=1
1667.19995117188	2586.5	3666.30004882813	2393.89990234375	3755.89990234375	2848.30004882813	4139.89990234375	2872.39990234375	3485.30004882813	3781.10009765625	3270.60009765625	3741.19995117188	3325.89990234375	3289.89990234375	3706.5	2731.89990234375	3549.89990234375	2213.10009765625	-1	2	2	2	5.9	5.9	5.9	33.945	0.0032337	1.9486	2	Q8BGI5-2;Q8BGI5	Q8BGI5-2;Q8BGI5	Peroxisome assembly protein 26	Pex26	4370	sp|Q8BGI5-2|PEX26_MOUSE Isoform 2 of Peroxisome assembly protein 26 OS=Mus musculus OX=10090 GN=Pex26;sp|Q8BGI5|PEX26_MOUSE Peroxisome assembly protein 26 OS=Mus musculus OX=10090 GN=Pex26 PE=1 SV=2
3618.69995117188	3539.60009765625	6677.10009765625	5406.5	4243	4641.60009765625	4056	4392.10009765625	6146.5	5476.89990234375	5285.60009765625	5014.60009765625	3716.89990234375	4614.39990234375	5771.10009765625	5788.7001953125	5655.2998046875	3533	-1	4	1	1	16.8	8.2	8.2	25.836	0	8.9253	1	Q8BGJ9;Q8BGJ9-2	Q8BGJ9;Q8BGJ9-2	Splicing factor U2AF 26 kDa subunit	U2af1l4	4371	sp|Q8BGJ9|U2AF4_MOUSE Splicing factor U2AF 26 kDa subunit OS=Mus musculus OX=10090 GN=U2af1l4 PE=1 SV=1;sp|Q8BGJ9-2|U2AF4_MOUSE Isoform 2 of Splicing factor U2AF 26 kDa subunit OS=Mus musculus OX=10090 GN=U2af1l4
32299	46427	65071	57797	55400	57554	52710	42150	54334	59479	53764	44982	56556	50805	55942	67792	64569	38496	-1	2	2	2	11.3	11.3	11.3	45.304	0	8.9549	3	Q8BGK5	Q8BGK5	Solute carrier family 35 member F1	Slc35f1	4372	sp|Q8BGK5|S35F1_MOUSE Solute carrier family 35 member F1 OS=Mus musculus OX=10090 GN=Slc35f1 PE=1 SV=1
32993	47126	51930	42008	42000	55306	52993	43565	47123	40390	41359	47445	50488	51871	55926	41397	44787	39499	-1	5	5	4	11.1	11.1	9.7	56.77	0	99.122	2	Q8BGK6;Q8BGK6-2	Q8BGK6	Y+L amino acid transporter 2	Slc7a6	4373	sp|Q8BGK6|YLAT2_MOUSE Y+L amino acid transporter 2 OS=Mus musculus OX=10090 GN=Slc7a6 PE=1 SV=1
9304.7001953125	9771.400390625	14793	12968	13706	13576	15419	11894	20649	13673	7156.2001953125	10440	10754	12113	15918	10349	15636	10689	-1	1	1	1	7.3	7.3	7.3	17.721	0	22.712	1	Q8BGK9	Q8BGK9	Uncharacterized protein C3orf18 homolog		4374	sp|Q8BGK9|CC018_MOUSE Uncharacterized protein C3orf18 homolog OS=Mus musculus OX=10090 PE=2 SV=1
1032300	1547800	1772400	1679700	1482500	1689900	3252200	1735200	1733300	1464200	1205200	1786100	1608100	1932800	1598900	1523600	2127200	1129400	-1	10	10	10	27	27	27	50.618	0	35.499	18	Q8BGN3	Q8BGN3	Ectonucleotide pyrophosphatase/phosphodiesterase family member 6	Enpp6	4375	sp|Q8BGN3|ENPP6_MOUSE Glycerophosphocholine cholinephosphodiesterase ENPP6 OS=Mus musculus OX=10090 GN=Enpp6 PE=1 SV=1
16825	15579	27579	19278	24753	33518	5820.89990234375	17060	26654	16009	27097	28417	27846	17049	24460	4782.39990234375	5015.89990234375	18317	-1	3	3	3	9.5	9.5	9.5	44.807	0.00014237	3.8758	3	Q8BGN5	Q8BGN5	NIPA-like protein 3	Nipal3	4376	sp|Q8BGN5|NPAL3_MOUSE NIPA-like protein 3 OS=Mus musculus OX=10090 GN=Nipal3 PE=2 SV=1
716340	1162500	1176900	874220	1104000	1173800	865020	1081600	1445100	849590	1113300	920070	1205400	1063700	1307100	982430	1092100	828770	-1	7	7	7	34	34	34	31.348	0	19.88	17	Q8BGN8-2;Q8BGN8	Q8BGN8-2;Q8BGN8	Synaptoporin	Synpr	4377	sp|Q8BGN8-2|SYNPR_MOUSE Isoform 2 of Synaptoporin OS=Mus musculus OX=10090 GN=Synpr;sp|Q8BGN8|SYNPR_MOUSE Synaptoporin OS=Mus musculus OX=10090 GN=Synpr PE=1 SV=1
42540	54913	61133	53278	60367	60926	87693	63743	65572	61125	49818	59307	58658	64433	72211	52745	46790	44587	-1	2	2	2	5.3	5.3	5.3	37.963	0.00027952	3.413	2	Q8BGP6;Q8BGP6-2	Q8BGP6;Q8BGP6-2	Solute carrier family 25 member 40	Slc25a40	4378	sp|Q8BGP6|S2540_MOUSE Solute carrier family 25 member 40 OS=Mus musculus OX=10090 GN=Slc25a40 PE=1 SV=1;sp|Q8BGP6-2|S2540_MOUSE Isoform 2 of Solute carrier family 25 member 40 OS=Mus musculus OX=10090 GN=Slc25a40
156160	235650	281620	240490	226350	299900	203540	227200	242770	227440	238370	243190	239370	229440	271790	192430	183630	188800	-1	15	15	15	39.5	39.5	39.5	56.624	0	89.811	17	Q8BGQ1;Q8BGQ1-2	Q8BGQ1;Q8BGQ1-2	Spermatogenesis-defective protein 39 homolog	Vipas39	4379	sp|Q8BGQ1|SPE39_MOUSE Spermatogenesis-defective protein 39 homolog OS=Mus musculus OX=10090 GN=Vipas39 PE=1 SV=1;sp|Q8BGQ1-2|SPE39_MOUSE Isoform 2 of Spermatogenesis-defective protein 39 homolog OS=Mus musculus OX=10090 GN=Vipas39
10761	14242	15465	16730	14638	18079	23356	19086	17552	15819	13834	17144	15110	15948	15679	17804	22242	13873	-1	2	2	2	4.3	4.3	4.3	53.693	0.0036162	1.9038	2	Q8BGQ6;Q8BGQ6-2	Q8BGQ6;Q8BGQ6-2	EF-hand calcium-binding domain-containing protein 14	Efcab14	4380	sp|Q8BGQ6|EFC14_MOUSE EF-hand calcium-binding domain-containing protein 14 OS=Mus musculus OX=10090 GN=Efcab14 PE=2 SV=1;sp|Q8BGQ6-2|EFC14_MOUSE Isoform 2 of EF-hand calcium-binding domain-containing protein 14 OS=Mus musculus OX=10090 GN=Efcab14
1431300	1950100	2350100	1998900	2044700	2280000	2323800	2060400	2250700	1955100	1939100	1899400	2072400	2071400	2351600	1831000	2083100	1532000	-1	30	30	30	42.3	42.3	42.3	106.91	0	256.65	60	Q8BGQ7	Q8BGQ7	Alanine--tRNA ligase, cytoplasmic	Aars	4381	sp|Q8BGQ7|SYAC_MOUSE Alanine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Aars1 PE=1 SV=1
101310	134290	171190	152710	138350	170500	159030	127580	150760	133920	158460	152030	163980	150020	157730	151500	181370	118730	-1	8	8	8	10.7	10.7	10.7	98.112	0	19.909	8	Q8BGR2	Q8BGR2	Volume-regulated anion channel subunit LRRC8D	Lrrc8d	4382	sp|Q8BGR2|LRC8D_MOUSE Volume-regulated anion channel subunit LRRC8D OS=Mus musculus OX=10090 GN=Lrrc8d PE=1 SV=1
42839	58858	82324	66354	57402	67898	52570	58748	70075	59600	67910	65406	69484	66290	62266	71497	72409	49486	-1	5	5	5	37.3	37.3	37.3	22.905	0	28.79	8	Q8BGR6	Q8BGR6	ADP-ribosylation factor-like protein 15	Arl15	4383	sp|Q8BGR6|ARL15_MOUSE ADP-ribosylation factor-like protein 15 OS=Mus musculus OX=10090 GN=Arl15 PE=1 SV=1
19474	33803	40173	34354	28514	33959	49700	37439	28557	34726	23942	32996	33403	29100	30145	39419	47851	20166	-1	3	3	3	26.6	26.6	26.6	15.642	0	34.71	3	Q8BGR8;Q8BGR8-2	Q8BGR8;Q8BGR8-2	GSK3-beta interaction protein	Gskip	4384	sp|Q8BGR8|GSKIP_MOUSE GSK3B-interacting protein OS=Mus musculus OX=10090 GN=Gskip PE=2 SV=1;sp|Q8BGR8-2|GSKIP_MOUSE Isoform 2 of GSK3B-interacting protein OS=Mus musculus OX=10090 GN=Gskip
184840	251780	264500	225760	259760	264760	364080	274490	285540	231520	249180	234720	268280	293450	286550	220670	307050	196840	-1	8	8	8	27.4	27.4	27.4	36.836	0	26.046	10	Q8BGR9;Q8BGR9-2	Q8BGR9;Q8BGR9-2	Ubiquitin-like domain-containing CTD phosphatase 1	Ublcp1	4385	sp|Q8BGR9|UBCP1_MOUSE Ubiquitin-like domain-containing CTD phosphatase 1 OS=Mus musculus OX=10090 GN=Ublcp1 PE=1 SV=1;sp|Q8BGR9-2|UBCP1_MOUSE Isoform 2 of Ubiquitin-like domain-containing CTD phosphatase 1 OS=Mus musculus OX=10090 GN=Ublcp1
14832	20128	28375	20440	25676	28577	29530	24879	28262	25139	21035	27005	24745	26460	26013	26548	32365	16983	-1	1	1	1	3.6	3.6	3.6	57.633	0	8.6038	3	Q8BGS1-2;Q8BGS1	Q8BGS1-2;Q8BGS1	Band 4.1-like protein 5	Epb41l5	4386	sp|Q8BGS1-2|E41L5_MOUSE Isoform 2 of Band 4.1-like protein 5 OS=Mus musculus OX=10090 GN=Epb41l5;sp|Q8BGS1|E41L5_MOUSE Band 4.1-like protein 5 OS=Mus musculus OX=10090 GN=Epb41l5 PE=1 SV=1
214220	296490	370500	329860	326800	379540	436160	329790	346530	311910	293370	333530	363690	344480	346480	343480	411570	248740	-1	5	5	5	65.1	65.1	65.1	10.214	0	101.27	10	Q8BGS2;Q8BGS2-2	Q8BGS2;Q8BGS2-2	BolA-like protein 2	Bola2	4387	sp|Q8BGS2|BOLA2_MOUSE BolA-like protein 2 OS=Mus musculus OX=10090 GN=Bola2 PE=1 SV=1;sp|Q8BGS2-2|BOLA2_MOUSE Isoform 2 of BolA-like protein 2 OS=Mus musculus OX=10090 GN=Bola2
610.760009765625	339.25	511.269989013672	421.040008544922	956.390014648438	1117.69995117188	NaN	735.599975585938	387.160003662109	526.309997558594	575.960021972656	405.570007324219	808.320007324219	NaN	912.049987792969	NaN	NaN	NaN	-1	1	1	1	3	3	3	63.438	0.001596	2.4066	1	Q8BGS3	Q8BGS3	Zinc finger protein with KRAB and SCAN domains 1	Zkscan1	4388	sp|Q8BGS3|ZKSC1_MOUSE Zinc finger protein with KRAB and SCAN domains 1 OS=Mus musculus OX=10090 GN=Zkscan1 PE=2 SV=1
23042	26064	36982	21561	23664	19315	33095	21954	35421	21797	22922	35518	19555	25538	23349	34374	42542	16563	-1	1	1	1	2.6	2.6	2.6	46.538	0.0032329	1.9429	1	Q8BGS7-2;Q8BGS7	Q8BGS7-2;Q8BGS7	Choline/ethanolaminephosphotransferase 1	Cept1	4389	sp|Q8BGS7-2|CEPT1_MOUSE Isoform 2 of Choline/ethanolaminephosphotransferase 1 OS=Mus musculus OX=10090 GN=Cept1;sp|Q8BGS7|CEPT1_MOUSE Choline/ethanolaminephosphotransferase 1 OS=Mus musculus OX=10090 GN=Cept1 PE=1 SV=1
